background_clip,background_dino,condition,control_type,dataset_idx,experiment,face_detection_success,face_dino,face_lpips,image_category,local_region_pixels,masked_roi,person_dino,person_lpips,person_mask_method,person_region_consistency,scene_class_consistency,seed
,,mask_Face_pure_random_03_mean,pure_matched_random,973,E3_interaction,0.0,0.28167039155960083,0.7937174439430237,Face,52900,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,158,E3_interaction,1.0,0.21033254265785217,0.7159369587898254,Face,33856,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,287,E3_interaction,1.0,0.051314033567905426,0.8382228016853333,Face,32761,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,415,E3_interaction,0.0,0.2011641561985016,0.7086610198020935,Face,30625,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,465,E3_interaction,1.0,0.2931166887283325,0.7977927923202515,Face,24649,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,529,E3_interaction,1.0,0.3489472270011902,0.6578274965286255,Face,17161,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,678,E3_interaction,1.0,0.42712706327438354,0.5681944489479065,Face,17956,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,756,E3_interaction,0.0,0.3906711935997009,0.800950288772583,Face,42025,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,781,E3_interaction,1.0,0.06787875294685364,0.7086135745048523,Face,16641,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,789,E3_interaction,0.0,0.1540885865688324,0.6650055050849915,Face,17424,Face,,,,,,12345
,,mask_Face_pure_random_04_mean,pure_matched_random,973,E3_interaction,0.0,0.2093110978603363,0.8305569291114807,Face,52900,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,158,E3_interaction,1.0,0.07206505537033081,0.731076180934906,Face,33856,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,287,E3_interaction,0.0,0.12525703012943268,0.8299927711486816,Face,32761,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,415,E3_interaction,0.0,0.21089792251586914,0.707484245300293,Face,30625,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,465,E3_interaction,0.0,0.32639744877815247,0.7918320894241333,Face,24649,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,529,E3_interaction,1.0,0.27621328830718994,0.6556640863418579,Face,17161,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,678,E3_interaction,1.0,0.42004066705703735,0.5591655969619751,Face,17956,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,756,E3_interaction,0.0,0.4069157838821411,0.7963035106658936,Face,42025,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,781,E3_interaction,0.0,0.07415491342544556,0.6863257884979248,Face,16641,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,789,E3_interaction,0.0,0.30207061767578125,0.670242428779602,Face,17424,Face,,,,,,12345
,,mask_Face_pure_random_05_mean,pure_matched_random,973,E3_interaction,0.0,0.2787701487541199,0.7963511943817139,Face,52900,Face,,,,,,12345
,,mask_Scene_mean,target_roi,158,E3_interaction,1.0,0.2509179413318634,0.7470666170120239,Face,33856,Scene,,,,,,12345
,,mask_Scene_mean,target_roi,287,E3_interaction,0.0,0.12400291860103607,0.8343356251716614,Face,32761,Scene,,,,,,12345
,,mask_Scene_mean,target_roi,415,E3_interaction,0.0,0.20679816603660583,0.7010055184364319,Face,30625,Scene,,,,,,12345
,,mask_Scene_mean,target_roi,465,E3_interaction,0.0,0.3381500244140625,0.7937995791435242,Face,24649,Scene,,,,,,12345
,,mask_Scene_mean,target_roi,529,E3_interaction,1.0,0.2886272072792053,0.6593713760375977,Face,17161,Scene,,,,,,12345
,,mask_Scene_mean,target_roi,678,E3_interaction,0.0,0.7168537378311157,0.5894241333007812,Face,17956,Scene,,,,,,12345
