background_clip,background_dino,condition,control_type,dataset_idx,experiment,face_detection_success,face_dino,face_lpips,image_category,local_region_pixels,masked_roi,person_dino,person_lpips,person_mask_method,person_region_consistency,scene_class_consistency,seed
,,mask_Body_pure_random_03_mean,pure_matched_random,708,E3_interaction,1.0,0.18109823763370514,0.7518839836120605,Face,8100,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,756,E3_interaction,0.0,0.4475727379322052,0.7981371283531189,Face,42025,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,762,E3_interaction,0.0,0.2844623923301697,0.819514811038971,Face,3249,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,781,E3_interaction,1.0,0.06613625586032867,0.7110404372215271,Face,16641,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,789,E3_interaction,0.0,0.2971753478050232,0.6649773120880127,Face,17424,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,817,E3_interaction,1.0,0.20332477986812592,1.0406725406646729,Face,3025,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,820,E3_interaction,1.0,0.12355614453554153,0.6982083916664124,Face,7569,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,838,E3_interaction,0.0,0.15385612845420837,0.7276777029037476,Face,11236,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,877,E3_interaction,0.0,0.1444144994020462,0.8832690119743347,Face,3481,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,887,E3_interaction,0.0,0.28524619340896606,0.7104002833366394,Face,8100,Body,,,,,,12345
,,mask_Body_pure_random_03_mean,pure_matched_random,973,E3_interaction,0.0,0.18952427804470062,0.846843957901001,Face,52900,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,1,E3_interaction,0.0,0.30990877747535706,0.7756739854812622,Face,4356,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,16,E3_interaction,1.0,0.22140829265117645,0.7905642986297607,Face,12544,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,20,E3_interaction,0.0,0.40484991669654846,0.7722006440162659,Face,7396,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,51,E3_interaction,0.0,0.08225908875465393,0.8808965682983398,Face,3364,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,77,E3_interaction,1.0,0.1493847668170929,0.6972142457962036,Face,8649,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,135,E3_interaction,1.0,0.5705943703651428,0.4917544424533844,Face,14400,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,158,E3_interaction,1.0,0.14511406421661377,0.7264890074729919,Face,33856,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,177,E3_interaction,1.0,0.3018794059753418,0.874779224395752,Face,15376,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,188,E3_interaction,0.0,0.18912182748317719,0.979996383190155,Face,9409,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,218,E3_interaction,1.0,0.2559674084186554,0.6740244626998901,Face,4489,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,287,E3_interaction,0.0,0.09888938069343567,0.8294526934623718,Face,32761,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,292,E3_interaction,0.0,0.32700109481811523,0.7798553109169006,Face,7569,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,295,E3_interaction,1.0,0.039722274988889694,0.8445072770118713,Face,12100,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,340,E3_interaction,1.0,0.2971302568912506,0.8211157321929932,Face,7569,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,375,E3_interaction,0.0,0.1333676427602768,0.9411942958831787,Face,4900,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,384,E3_interaction,0.0,0.19240802526474,0.8986386060714722,Face,8281,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,415,E3_interaction,0.0,0.22951176762580872,0.7044503688812256,Face,30625,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,434,E3_interaction,0.0,0.472377747297287,0.9581165909767151,Face,14161,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,465,E3_interaction,1.0,0.29134637117385864,0.7752190828323364,Face,24649,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,498,E3_interaction,0.0,0.49481454491615295,0.7510775327682495,Face,9604,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,507,E3_interaction,1.0,0.3035413324832916,0.678876519203186,Face,13689,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,529,E3_interaction,1.0,0.31154555082321167,0.6634569764137268,Face,17161,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,561,E3_interaction,1.0,0.19415929913520813,0.7581957578659058,Face,8464,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,588,E3_interaction,0.0,0.06707636266946793,0.7445228099822998,Face,4225,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,606,E3_interaction,0.0,0.11451955139636993,0.7299032807350159,Face,10000,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,678,E3_interaction,1.0,0.6567283272743225,0.5947301387786865,Face,17956,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,708,E3_interaction,1.0,0.22747869789600372,0.7553733587265015,Face,8100,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,756,E3_interaction,0.0,0.435017466545105,0.7984954118728638,Face,42025,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,762,E3_interaction,0.0,0.26680314540863037,0.8225569725036621,Face,3249,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,781,E3_interaction,0.0,0.27068042755126953,0.7235777378082275,Face,16641,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,789,E3_interaction,0.0,0.2715953588485718,0.6653006076812744,Face,17424,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,817,E3_interaction,0.0,-0.049777790904045105,0.886796236038208,Face,3025,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,820,E3_interaction,1.0,0.3452093005180359,0.6090272068977356,Face,7569,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,838,E3_interaction,0.0,0.15879257023334503,0.7288175225257874,Face,11236,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,877,E3_interaction,0.0,0.14836366474628448,0.912957489490509,Face,3481,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,887,E3_interaction,1.0,0.538905143737793,0.5924296975135803,Face,8100,Body,,,,,,12345
,,mask_Body_pure_random_04_mean,pure_matched_random,973,E3_interaction,0.0,0.1652783751487732,0.8301796317100525,Face,52900,Body,,,,,,12345
,,mask_Body_pure_random_05_mean,pure_matched_random,1,E3_interaction,0.0,0.17596104741096497,0.7815630435943604,Face,4356,Body,,,,,,12345
,,mask_Body_pure_random_05_mean,pure_matched_random,16,E3_interaction,1.0,0.22478026151657104,0.787023663520813,Face,12544,Body,,,,,,12345
