analysis_status,image_category,masked_roi,max,mean,median,metric,min,num_images,positive_fraction,q25,q75,std
descriptive_only,Scene,Body,0.05974586565416171,0.00454615505988139,0.002086881494929156,pixel_corr,-0.037604437578972486,50,0.56,-0.00648328126660176,0.011466361740554605,0.01776130357653813
descriptive_only,Scene,Body,0.3333333333333333,0.008,0.0,scene_class_consistency,-0.3333333333333333,50,0.18,0.0,0.0,0.10225573738262513
descriptive_only,Scene,Body,0.018837765611095736,-0.0014249139295747601,-0.0006827664753742462,ssim,-0.02902506225925737,50,0.42,-0.004448051778468962,0.0038963260864197584,0.008677943985486401
descriptive_only,Scene,Face,0.12712976932525635,0.0005324573914210007,6.176829338073732e-05,background_clip,-0.06924988031387329,50,0.5,-0.012043953935305277,0.010839036107063296,0.02713823610360384
descriptive_only,Scene,Face,0.33149596701065703,0.002866643816543123,0.0007899066278090085,background_dino,-0.09805659043292204,50,0.52,-0.011109729770881436,0.008660918893292546,0.05640564896202998
descriptive_only,Scene,Face,0.1236400604248047,4.596281051635814e-05,0.0018979956706364953,clip,-0.08043981194496155,50,0.52,-0.01325164387623469,0.010393936932086945,0.028139192109415356
descriptive_only,Scene,Face,0.3622410809000333,0.002531151224859059,0.0007899066278090085,dino,-0.10819373627503714,50,0.52,-0.011308472657886643,0.008562578866258264,0.06112817099033921
descriptive_only,Scene,Face,0.03979102770487468,-0.0016899221738179524,-0.002479271094004313,lpips,-0.02667596340179443,50,0.4,-0.0056814998388290405,0.0027213513851165774,0.011205782679787347
descriptive_only,Scene,Face,0.035574268116585046,0.0007926686179202698,0.000387756570347925,pixel_corr,-0.05731309175545047,50,0.52,-0.007479593497988341,0.00983233800789642,0.016347692043392776
descriptive_only,Scene,Face,0.5333333333333333,0.014666666666666666,0.0,scene_class_consistency,-0.19999999999999998,50,0.16,0.0,0.0,0.09551388639528319
descriptive_only,Scene,Face,0.021076284495558945,0.00020530109146638743,-9.438767067991575e-05,ssim,-0.019752822106210266,50,0.46,-0.0018842441787744703,0.0023662904266920554,0.00695966016112656
descriptive_only,Scene,Scene,0.03443448940912882,0.0007519255479176843,0.00026515920956929573,background_clip,-0.03450831373532613,50,0.5,-0.007625714937845866,0.010915814340114592,0.016359999958152852
descriptive_only,Scene,Scene,0.08321661284814279,-0.0020514516100908317,0.0007370872733493655,background_dino,-0.08593484212954838,50,0.52,-0.012035969862093527,0.011067564614738026,0.03142719352527437
descriptive_only,Scene,Scene,0.03443448940912882,0.0012034034729003903,0.0006143768628438312,clip,-0.03450831373532613,50,0.54,-0.0075866083304087315,0.012153969705104826,0.01649996269521732
descriptive_only,Scene,Scene,0.08321661284814279,-0.0022597623448818915,-0.0001774497795850033,dino,-0.08485691547393799,50,0.5,-0.010400706141566235,0.010692169051617384,0.03043742642299188
descriptive_only,Scene,Scene,0.017227649688720703,-0.0015984754165013634,-0.001101545492808024,lpips,-0.019334367911020917,50,0.42,-0.005301169554392497,0.001508963108062744,0.005487232999994378
descriptive_only,Scene,Scene,0.0276297198376157,0.0011561364050692504,0.0014441832162926972,pixel_corr,-0.029994585330027163,50,0.56,-0.005452884742960589,0.00714212208732965,0.011924403455412604
descriptive_only,Scene,Scene,0.20000000000000004,0.009333333333333334,0.0,scene_class_consistency,-0.20000000000000004,50,0.14,0.0,0.0,0.08193797776090454
descriptive_only,Scene,Scene,0.01603846846082721,-9.120085158403264e-05,-2.8871651250697516e-05,ssim,-0.02990758983454676,50,0.5,-0.001435587434325437,0.0022153483933246474,0.006584434950121852
