background_clip,background_dino,condition,control_type,dataset_idx,experiment,face_detection_success,face_dino,face_lpips,image_category,local_region_pixels,masked_roi,person_dino,person_lpips,person_mask_method,person_region_consistency,scene_class_consistency,seed
,,mask_Face+Body+Scene_pure_random_05_mean,pure_matched_random,781,E3_joint_redundancy,1.0,0.04542790725827217,0.7040242552757263,Face,16641,Face+Body+Scene,,,,,,12345
,,mask_Face+Body+Scene_pure_random_05_mean,pure_matched_random,789,E3_joint_redundancy,0.0,0.2874099910259247,0.6725271940231323,Face,17424,Face+Body+Scene,,,,,,12345
,,mask_Face+Body+Scene_pure_random_05_mean,pure_matched_random,973,E3_joint_redundancy,0.0,0.16054216027259827,0.8276941180229187,Face,52900,Face+Body+Scene,,,,,,12345
,,mask_Face+Body_mean,target_roi,158,E3_joint_redundancy,1.0,0.2837870419025421,0.7053705453872681,Face,33856,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,287,E3_joint_redundancy,0.0,0.0964602679014206,0.791732907295227,Face,32761,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,415,E3_joint_redundancy,0.0,0.22953711450099945,0.7017602920532227,Face,30625,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,465,E3_joint_redundancy,1.0,0.2944515645503998,0.7982797622680664,Face,24649,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,529,E3_joint_redundancy,1.0,0.313734769821167,0.6557071805000305,Face,17161,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,678,E3_joint_redundancy,1.0,0.4325947165489197,0.5592578053474426,Face,17956,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,756,E3_joint_redundancy,0.0,0.41420450806617737,0.8045424222946167,Face,42025,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,781,E3_joint_redundancy,0.0,0.04270924627780914,0.7191608548164368,Face,16641,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,789,E3_joint_redundancy,0.0,0.2572215497493744,0.6707310080528259,Face,17424,Face+Body,,,,,,12345
,,mask_Face+Body_mean,target_roi,973,E3_joint_redundancy,0.0,0.237136572599411,0.8358038067817688,Face,52900,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,158,E3_joint_redundancy,1.0,0.09914935380220413,0.7201856374740601,Face,33856,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,287,E3_joint_redundancy,1.0,0.11830468475818634,0.8322639465332031,Face,32761,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,415,E3_joint_redundancy,0.0,0.23212946951389313,0.7009807229042053,Face,30625,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,465,E3_joint_redundancy,1.0,0.2685330808162689,0.8000802397727966,Face,24649,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,529,E3_joint_redundancy,1.0,0.28426045179367065,0.6537387371063232,Face,17161,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,678,E3_joint_redundancy,1.0,0.4396240711212158,0.56142258644104,Face,17956,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,756,E3_joint_redundancy,0.0,0.3651951849460602,0.8003560304641724,Face,42025,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,781,E3_joint_redundancy,0.0,0.09622827172279358,0.6965924501419067,Face,16641,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,789,E3_joint_redundancy,0.0,0.25700217485427856,0.6770381331443787,Face,17424,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_01_mean,pure_matched_random,973,E3_joint_redundancy,0.0,0.2129964381456375,0.8342165350914001,Face,52900,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_02_mean,pure_matched_random,158,E3_joint_redundancy,1.0,0.16491708159446716,0.7081036567687988,Face,33856,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_02_mean,pure_matched_random,287,E3_joint_redundancy,0.0,0.1264367401599884,0.8249658346176147,Face,32761,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_02_mean,pure_matched_random,415,E3_joint_redundancy,0.0,0.22816014289855957,0.7067667841911316,Face,30625,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_02_mean,pure_matched_random,465,E3_joint_redundancy,1.0,0.29183632135391235,0.8010393381118774,Face,24649,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_02_mean,pure_matched_random,529,E3_joint_redundancy,0.0,0.3440282642841339,0.661562442779541,Face,17161,Face+Body,,,,,,12345
,,mask_Face+Body_pure_random_02_mean,pure_matched_random,678,E3_joint_redundancy,0.0,0.46310532093048096,0.564712643623352,Face,17956,Face+Body,,,,,,12345
