background_clip,background_dino,clip,condition,control_type,dataset_idx,dino,experiment,face_detection_success,face_detector_backend,face_dino,face_lpips,image_category,local_region_pixels,lpips,masked_roi,person_dino,person_lpips,person_mask_method,person_region_consistency,pixel_corr,scene_class_consistency,seed,ssim
,,0.4526459872722626,mask_Body+Scene_mean,target_roi,158,0.158751979470253,E3_joint_redundancy,1.0,opencv_haar_e1,0.13715626299381256,0.6924606561660767,Face,33856,0.7658184766769409,Body+Scene,,,,,-0.1307530501467028,,12345,0.22412905902086597
,,0.4332844614982605,mask_Body+Scene_mean,target_roi,287,0.10754457861185074,E3_joint_redundancy,0.0,opencv_haar_e1,0.03144918382167816,0.8120236396789551,Face,32761,0.7086143493652344,Body+Scene,,,,,0.06861572391359556,,12345,0.33908138361196893
,,0.5751878619194031,mask_Body+Scene_mean,target_roi,415,0.15037666261196136,E3_joint_redundancy,0.0,opencv_haar_e1,0.16007766127586365,0.7049198746681213,Face,30625,0.6544249057769775,Body+Scene,,,,,-0.07223602830782191,,12345,0.534462680411817
,,0.38620617985725403,mask_Body+Scene_mean,target_roi,465,0.16138476133346558,E3_joint_redundancy,1.0,opencv_haar_e1,0.3444928526878357,0.7731443047523499,Face,24649,0.6991329789161682,Body+Scene,,,,,-0.1629191985206475,,12345,0.24087970019108046
,,0.6312326788902283,mask_Body+Scene_mean,target_roi,529,0.23453101515769958,E3_joint_redundancy,1.0,opencv_haar_e1,0.30421483516693115,0.6561019420623779,Face,17161,0.6759346127510071,Body+Scene,,,,,0.03463612360122527,,12345,0.4246736902289374
,,0.685124397277832,mask_Body+Scene_mean,target_roi,678,0.4031203091144562,E3_joint_redundancy,0.0,opencv_haar_e1,0.593859076499939,0.586667537689209,Face,17956,0.7081667184829712,Body+Scene,,,,,-0.18364318534678317,,12345,0.27495113924430087
,,0.5845847129821777,mask_Body+Scene_mean,target_roi,756,0.22080589830875397,E3_joint_redundancy,1.0,opencv_haar_e1,0.3863130807876587,0.8525712490081787,Face,42025,0.7954795956611633,Body+Scene,,,,,-0.178659643103015,,12345,0.48599525868507143
,,0.7177183628082275,mask_Body+Scene_mean,target_roi,781,0.38253867626190186,E3_joint_redundancy,0.0,opencv_haar_e1,0.022076476365327835,0.6932456493377686,Face,16641,0.6580183506011963,Body+Scene,,,,,0.002400929792899876,,12345,0.3955477687634676
,,0.5035892724990845,mask_Body+Scene_mean,target_roi,789,0.08910758048295975,E3_joint_redundancy,0.0,opencv_haar_e1,0.2642386257648468,0.6724041700363159,Face,17424,0.6818045377731323,Body+Scene,,,,,0.13719331675494537,,12345,0.22753726839046137
,,0.5893883109092712,mask_Body+Scene_mean,target_roi,973,0.18239203095436096,E3_joint_redundancy,0.0,opencv_haar_e1,0.20866431295871735,0.8785285353660583,Face,52900,0.7594019174575806,Body+Scene,,,,,-0.1378829355467772,,12345,0.37611080410926623
,,0.4347464144229889,mask_Body+Scene_pure_random_01_mean,pure_matched_random,158,0.12506330013275146,E3_joint_redundancy,1.0,opencv_haar_e1,0.08959585428237915,0.7219982147216797,Face,33856,0.7871755361557007,Body+Scene,,,,,-0.08779798953012484,,12345,0.24222548075356884
,,0.49548134207725525,mask_Body+Scene_pure_random_01_mean,pure_matched_random,287,0.14233243465423584,E3_joint_redundancy,1.0,opencv_haar_e1,0.12732955813407898,0.8327215313911438,Face,32761,0.7253351807594299,Body+Scene,,,,,0.04794870452319871,,12345,0.35780040010981135
,,0.5819770693778992,mask_Body+Scene_pure_random_01_mean,pure_matched_random,415,0.2654840350151062,E3_joint_redundancy,0.0,opencv_haar_e1,0.21454450488090515,0.698574423789978,Face,30625,0.6507229804992676,Body+Scene,,,,,-0.09708959877662972,,12345,0.5374394187725366
,,0.4241529703140259,mask_Body+Scene_pure_random_01_mean,pure_matched_random,465,0.23617666959762573,E3_joint_redundancy,1.0,opencv_haar_e1,0.24944858253002167,0.7993270754814148,Face,24649,0.6931698322296143,Body+Scene,,,,,-0.1279664113396986,,12345,0.2367454781364635
,,0.6185442805290222,mask_Body+Scene_pure_random_01_mean,pure_matched_random,529,0.24636922776699066,E3_joint_redundancy,1.0,opencv_haar_e1,0.2771041989326477,0.6576921343803406,Face,17161,0.6772242784500122,Body+Scene,,,,,0.03092577829241238,,12345,0.4254836832201613
,,0.5860483050346375,mask_Body+Scene_pure_random_01_mean,pure_matched_random,678,0.13650630414485931,E3_joint_redundancy,1.0,opencv_haar_e1,0.4391513764858246,0.558044970035553,Face,17956,0.6969613432884216,Body+Scene,,,,,-0.04112555553044405,,12345,0.2595158265822262
,,0.6390991806983948,mask_Body+Scene_pure_random_01_mean,pure_matched_random,756,0.40121322870254517,E3_joint_redundancy,0.0,opencv_haar_e1,0.38021302223205566,0.7966274619102478,Face,42025,0.7177016139030457,Body+Scene,,,,,-0.10616948184258483,,12345,0.4306823425211778
,,0.7015779614448547,mask_Body+Scene_pure_random_01_mean,pure_matched_random,781,0.309083491563797,E3_joint_redundancy,0.0,opencv_haar_e1,0.02820689044892788,0.6976041793823242,Face,16641,0.6350311040878296,Body+Scene,,,,,0.010224301634267262,,12345,0.3954134362799356
,,0.48807522654533386,mask_Body+Scene_pure_random_01_mean,pure_matched_random,789,0.09040013700723648,E3_joint_redundancy,0.0,opencv_haar_e1,0.2907141447067261,0.6731658577919006,Face,17424,0.6785277724266052,Body+Scene,,,,,0.14078796419900064,,12345,0.22861317905887418
,,0.4964177906513214,mask_Body+Scene_pure_random_01_mean,pure_matched_random,973,0.2330183982849121,E3_joint_redundancy,0.0,opencv_haar_e1,0.2090497612953186,0.8353604674339294,Face,52900,0.7434043288230896,Body+Scene,,,,,-0.09715635279668046,,12345,0.3630677439261091
,,0.4092268943786621,mask_Body+Scene_pure_random_02_mean,pure_matched_random,158,0.12606483697891235,E3_joint_redundancy,1.0,opencv_haar_e1,0.10858169198036194,0.7227019667625427,Face,33856,0.7723926305770874,Body+Scene,,,,,-0.1724683626281066,,12345,0.22136105762200411
,,0.4893963038921356,mask_Body+Scene_pure_random_02_mean,pure_matched_random,287,0.13611318171024323,E3_joint_redundancy,0.0,opencv_haar_e1,0.141463965177536,0.8295783996582031,Face,32761,0.7250844240188599,Body+Scene,,,,,0.04944075470492575,,12345,0.35757916978376697
,,0.5299170613288879,mask_Body+Scene_pure_random_02_mean,pure_matched_random,415,0.2421543002128601,E3_joint_redundancy,0.0,opencv_haar_e1,0.21381427347660065,0.7098596692085266,Face,30625,0.657913327217102,Body+Scene,,,,,-0.08652997403970367,,12345,0.5330846276809645
,,0.381364107131958,mask_Body+Scene_pure_random_02_mean,pure_matched_random,465,0.18415163457393646,E3_joint_redundancy,0.0,opencv_haar_e1,0.27450597286224365,0.7924677729606628,Face,24649,0.6816583275794983,Body+Scene,,,,,-0.13901651568286053,,12345,0.23882946019779921
,,0.6203516125679016,mask_Body+Scene_pure_random_02_mean,pure_matched_random,529,0.2230207324028015,E3_joint_redundancy,1.0,opencv_haar_e1,0.27481865882873535,0.6562975645065308,Face,17161,0.6786203384399414,Body+Scene,,,,,0.034392816608179055,,12345,0.4246523349640996
,,0.5774571299552917,mask_Body+Scene_pure_random_02_mean,pure_matched_random,678,0.11329583823680878,E3_joint_redundancy,1.0,opencv_haar_e1,0.44458505511283875,0.5612505674362183,Face,17956,0.6993376612663269,Body+Scene,,,,,-0.042913394446865455,,12345,0.25925996632929443
,,0.6346054077148438,mask_Body+Scene_pure_random_02_mean,pure_matched_random,756,0.375985324382782,E3_joint_redundancy,0.0,opencv_haar_e1,0.3940018117427826,0.7999083995819092,Face,42025,0.7222205996513367,Body+Scene,,,,,-0.11164604693043265,,12345,0.431361395441466
,,0.6734086871147156,mask_Body+Scene_pure_random_02_mean,pure_matched_random,781,0.309170663356781,E3_joint_redundancy,1.0,opencv_haar_e1,0.01871425472199917,0.6875620484352112,Face,16641,0.6356261372566223,Body+Scene,,,,,0.006363235771687413,,12345,0.3942172243824734
,,0.49818727374076843,mask_Body+Scene_pure_random_02_mean,pure_matched_random,789,0.09609004855155945,E3_joint_redundancy,0.0,opencv_haar_e1,0.29159343242645264,0.6769386529922485,Face,17424,0.6775314807891846,Body+Scene,,,,,0.14208856301499884,,12345,0.22962307636982088
,,0.5422909259796143,mask_Body+Scene_pure_random_02_mean,pure_matched_random,973,0.26375898718833923,E3_joint_redundancy,0.0,opencv_haar_e1,0.20729568600654602,0.8325122594833374,Face,52900,0.7454841136932373,Body+Scene,,,,,-0.07053383058959121,,12345,0.36740588911140737
,,0.42215609550476074,mask_Body+Scene_pure_random_03_mean,pure_matched_random,158,0.12717904150485992,E3_joint_redundancy,1.0,opencv_haar_e1,0.14238262176513672,0.7271323204040527,Face,33856,0.7774203419685364,Body+Scene,,,,,-0.16450522011965577,,12345,0.22108209330712625
,,0.4975999891757965,mask_Body+Scene_pure_random_03_mean,pure_matched_random,287,0.21941903233528137,E3_joint_redundancy,0.0,opencv_haar_e1,0.07491482049226761,0.8311785459518433,Face,32761,0.6894153356552124,Body+Scene,,,,,0.059974596979737574,,12345,0.32045437714556896
,,0.5779257416725159,mask_Body+Scene_pure_random_03_mean,pure_matched_random,415,0.17543193697929382,E3_joint_redundancy,0.0,opencv_haar_e1,0.22412165999412537,0.6938791275024414,Face,30625,0.67594975233078,Body+Scene,,,,,-0.10673757900514755,,12345,0.472999568434414
,,0.47510579228401184,mask_Body+Scene_pure_random_03_mean,pure_matched_random,465,0.18394044041633606,E3_joint_redundancy,1.0,opencv_haar_e1,0.18134060502052307,0.8035033941268921,Face,24649,0.6994066834449768,Body+Scene,,,,,-0.11295761068795085,,12345,0.23939254979911664
,,0.5984549522399902,mask_Body+Scene_pure_random_03_mean,pure_matched_random,529,0.21456752717494965,E3_joint_redundancy,1.0,opencv_haar_e1,0.30572545528411865,0.65931236743927,Face,17161,0.6737102270126343,Body+Scene,,,,,0.03299781561909545,,12345,0.42434642257354976
,,0.6108526587486267,mask_Body+Scene_pure_random_03_mean,pure_matched_random,678,0.17986039817333221,E3_joint_redundancy,1.0,opencv_haar_e1,0.4792592525482178,0.5616002082824707,Face,17956,0.6976783275604248,Body+Scene,,,,,-0.07183382247784395,,12345,0.25924703235303714
,,0.7381702065467834,mask_Body+Scene_pure_random_03_mean,pure_matched_random,756,0.43509528040885925,E3_joint_redundancy,0.0,opencv_haar_e1,0.43477705121040344,0.8019472360610962,Face,42025,0.7471931576728821,Body+Scene,,,,,-0.11076610747224534,,12345,0.44050078821157646
,,0.7409661412239075,mask_Body+Scene_pure_random_03_mean,pure_matched_random,781,0.2901258170604706,E3_joint_redundancy,1.0,opencv_haar_e1,0.12034901976585388,0.7144741415977478,Face,16641,0.6338998675346375,Body+Scene,,,,,-0.004610527191722515,,12345,0.38519211747098553
,,0.5090122222900391,mask_Body+Scene_pure_random_03_mean,pure_matched_random,789,0.09545335173606873,E3_joint_redundancy,0.0,opencv_haar_e1,0.19203688204288483,0.673111081123352,Face,17424,0.6786500215530396,Body+Scene,,,,,0.12947994733930218,,12345,0.22793251266648748
,,0.4891122579574585,mask_Body+Scene_pure_random_03_mean,pure_matched_random,973,0.27713876962661743,E3_joint_redundancy,0.0,opencv_haar_e1,0.19494080543518066,0.8271979093551636,Face,52900,0.7406306862831116,Body+Scene,,,,,-0.09003132464926235,,12345,0.36457021921691735
,,0.419047087430954,mask_Body+Scene_pure_random_04_mean,pure_matched_random,158,0.14333491027355194,E3_joint_redundancy,1.0,opencv_haar_e1,0.12196952849626541,0.7174925208091736,Face,33856,0.7750381827354431,Body+Scene,,,,,-0.16839164237544912,,12345,0.22223160395591235
,,0.49030107259750366,mask_Body+Scene_pure_random_04_mean,pure_matched_random,287,0.13785311579704285,E3_joint_redundancy,1.0,opencv_haar_e1,0.12560023367404938,0.8297216296195984,Face,32761,0.7243867516517639,Body+Scene,,,,,0.05120225916036289,,12345,0.3586028628994266
,,0.5419676303863525,mask_Body+Scene_pure_random_04_mean,pure_matched_random,415,0.25006771087646484,E3_joint_redundancy,0.0,opencv_haar_e1,0.2268819808959961,0.7078288197517395,Face,30625,0.6589496731758118,Body+Scene,,,,,-0.0874673517850007,,12345,0.5341442439277017
,,0.4616157114505768,mask_Body+Scene_pure_random_04_mean,pure_matched_random,465,0.18037816882133484,E3_joint_redundancy,1.0,opencv_haar_e1,0.23434127867221832,0.7977795600891113,Face,24649,0.7084923982620239,Body+Scene,,,,,-0.16090130000163747,,12345,0.2281428919500329
,,0.6237106323242188,mask_Body+Scene_pure_random_04_mean,pure_matched_random,529,0.2395046353340149,E3_joint_redundancy,1.0,opencv_haar_e1,0.28579625487327576,0.6537020206451416,Face,17161,0.6795255541801453,Body+Scene,,,,,0.035828940658391775,,12345,0.4248268353265429
,,0.5809926390647888,mask_Body+Scene_pure_random_04_mean,pure_matched_random,678,0.11346839368343353,E3_joint_redundancy,1.0,opencv_haar_e1,0.4421249032020569,0.5603054165840149,Face,17956,0.6958664059638977,Body+Scene,,,,,-0.0416264033820819,,12345,0.25995266756663427
,,0.6964367032051086,mask_Body+Scene_pure_random_04_mean,pure_matched_random,756,0.3988850712776184,E3_joint_redundancy,0.0,opencv_haar_e1,0.37809786200523376,0.7980154752731323,Face,42025,0.744550883769989,Body+Scene,,,,,-0.11293052700339326,,12345,0.44922018044481643
,,0.6634315252304077,mask_Body+Scene_pure_random_04_mean,pure_matched_random,781,0.30414193868637085,E3_joint_redundancy,0.0,opencv_haar_e1,0.10812023282051086,0.6854132413864136,Face,16641,0.6737632155418396,Body+Scene,,,,,0.03923706347950994,,12345,0.3970265244566388
,,0.5042909383773804,mask_Body+Scene_pure_random_04_mean,pure_matched_random,789,0.09169591963291168,E3_joint_redundancy,0.0,opencv_haar_e1,0.2811424136161804,0.6749788522720337,Face,17424,0.6773858666419983,Body+Scene,,,,,0.14205841678098444,,12345,0.22928352536796545
,,0.53947514295578,mask_Body+Scene_pure_random_04_mean,pure_matched_random,973,0.2718204855918884,E3_joint_redundancy,0.0,opencv_haar_e1,0.21495208144187927,0.8323005437850952,Face,52900,0.7472895979881287,Body+Scene,,,,,-0.07203509495330182,,12345,0.3678032847781994
,,0.4463258981704712,mask_Body+Scene_pure_random_05_mean,pure_matched_random,158,0.1281973272562027,E3_joint_redundancy,1.0,opencv_haar_e1,0.13456666469573975,0.7240821123123169,Face,33856,0.7858326435089111,Body+Scene,,,,,-0.11435371201045846,,12345,0.23401859813948925
,,0.5388835072517395,mask_Body+Scene_pure_random_05_mean,pure_matched_random,287,0.1728648692369461,E3_joint_redundancy,0.0,opencv_haar_e1,0.026713140308856964,0.8226915597915649,Face,32761,0.691609799861908,Body+Scene,,,,,0.05706123382205586,,12345,0.3237902715087566
,,0.5845550298690796,mask_Body+Scene_pure_random_05_mean,pure_matched_random,415,0.1816314160823822,E3_joint_redundancy,0.0,opencv_haar_e1,0.24740435183048248,0.7117117643356323,Face,30625,0.6841723918914795,Body+Scene,,,,,-0.09057238538879714,,12345,0.4961694506188561
,,0.4161006808280945,mask_Body+Scene_pure_random_05_mean,pure_matched_random,465,0.19802013039588928,E3_joint_redundancy,0.0,opencv_haar_e1,0.3031647205352783,0.7915124893188477,Face,24649,0.6980546116828918,Body+Scene,,,,,-0.139386639328761,,12345,0.2348061855768849
,,0.6139145493507385,mask_Body+Scene_pure_random_05_mean,pure_matched_random,529,0.2586645185947418,E3_joint_redundancy,1.0,opencv_haar_e1,0.300886332988739,0.6606853008270264,Face,17161,0.6816669702529907,Body+Scene,,,,,0.03438829408780464,,12345,0.42366436465529583
,,0.6014026999473572,mask_Body+Scene_pure_random_05_mean,pure_matched_random,678,0.15497030317783356,E3_joint_redundancy,1.0,opencv_haar_e1,0.4538871645927429,0.5665372610092163,Face,17956,0.6972858905792236,Body+Scene,,,,,-0.051000844649871466,,12345,0.25680863259246184
,,0.7011874914169312,mask_Body+Scene_pure_random_05_mean,pure_matched_random,756,0.41412410140037537,E3_joint_redundancy,0.0,opencv_haar_e1,0.44553592801094055,0.797516405582428,Face,42025,0.7470746040344238,Body+Scene,,,,,-0.10547559039789337,,12345,0.4510066375473322
,,0.7596228122711182,mask_Body+Scene_pure_random_05_mean,pure_matched_random,781,0.35502514243125916,E3_joint_redundancy,1.0,opencv_haar_e1,0.04503112658858299,0.7344797253608704,Face,16641,0.6453870534896851,Body+Scene,,,,,-0.01564785518649302,,12345,0.3905916275313792
,,0.5056042671203613,mask_Body+Scene_pure_random_05_mean,pure_matched_random,789,0.09851405769586563,E3_joint_redundancy,1.0,opencv_haar_e1,0.21174827218055725,0.6689993143081665,Face,17424,0.6782037615776062,Body+Scene,,,,,0.1303896647744215,,12345,0.22720069347248317
,,0.4843127131462097,mask_Body+Scene_pure_random_05_mean,pure_matched_random,973,0.19876337051391602,E3_joint_redundancy,0.0,opencv_haar_e1,0.18016985058784485,0.8422762751579285,Face,52900,0.7509344816207886,Body+Scene,,,,,-0.09252571424989063,,12345,0.36550023206136106
,,0.4300382137298584,mask_Face+Body+Scene_mean,target_roi,158,0.16436198353767395,E3_joint_redundancy,1.0,opencv_haar_e1,0.12456034123897552,0.692786693572998,Face,33856,0.7657382488250732,Face+Body+Scene,,,,,-0.13041115424400523,,12345,0.22325600900573075
,,0.4725520610809326,mask_Face+Body+Scene_mean,target_roi,287,0.19644533097743988,E3_joint_redundancy,0.0,opencv_haar_e1,0.08545083552598953,0.8004160523414612,Face,32761,0.7443554997444153,Face+Body+Scene,,,,,0.06554780767408935,,12345,0.36968394051742937
,,0.5594409704208374,mask_Face+Body+Scene_mean,target_roi,415,0.15655124187469482,E3_joint_redundancy,0.0,opencv_haar_e1,0.17385415732860565,0.7054707407951355,Face,30625,0.6538034081459045,Face+Body+Scene,,,,,-0.07112287436048739,,12345,0.537040066925312
