category,condition,seed,dataset_idx,pixel_corr,ssim,lpips,clip,dino
Face,Body_unrelated_equal4_zero,12345,1,-0.009299606780956026,0.22015836660230034,0.6974122524261475,0.6916523575782776,0.5022172927856445
Face,Body_unrelated_equal4_zero,12345,16,0.07319762878795168,0.195319250442425,0.7059329748153687,0.34933406114578247,0.09135361760854721
Face,Body_unrelated_equal4_zero,12345,20,-0.08288410372919383,0.24268434180510357,0.6311838626861572,0.701849102973938,0.3628019094467163
Face,Body_unrelated_equal4_zero,12345,51,-0.015335215371727943,0.26833983839136105,0.7826566100120544,0.4451313316822052,0.028497815132141113
Face,Body_unrelated_equal4_zero,12345,77,-0.1282994634431547,0.2292443608019887,0.712939977645874,0.5135325193405151,0.03210318088531494
Face,Body_unrelated_equal4_zero,12345,135,0.03308797883920835,0.24540812322411498,0.7061178088188171,0.5301400423049927,0.31036728620529175
Face,Body_unrelated_equal4_zero,12345,158,-0.1743163094264741,0.21971242603098878,0.7732735872268677,0.42755642533302307,0.15484878420829773
Face,Body_unrelated_equal4_zero,12345,177,0.2742228518425869,0.306434341736503,0.6270732879638672,0.6595902442932129,0.2990422248840332
Face,Body_unrelated_equal4_zero,12345,188,0.11355912641457146,0.4853059798312316,0.7330726385116577,0.4965284466743469,-0.005751904100179672
Face,Body_unrelated_equal4_zero,12345,218,0.12758097863901394,0.13260457023318248,0.6992475986480713,0.6073801517486572,0.48399198055267334
Face,Body_unrelated_equal4_zero,12345,287,0.03584201397385641,0.35189013255312807,0.7260284423828125,0.49577099084854126,0.14015844464302063
Face,Body_unrelated_equal4_zero,12345,292,0.21207504995294882,0.32000160896193397,0.6731834411621094,0.4293181598186493,0.2990981340408325
Face,Body_unrelated_equal4_zero,12345,295,-0.1721869207936138,0.4756927954586857,0.626197338104248,0.3665931820869446,-0.005847929511219263
Face,Body_unrelated_equal4_zero,12345,340,-0.06602162849402488,0.21630213181877944,0.6706172227859497,0.5373998880386353,0.3436972498893738
Face,Body_unrelated_equal4_zero,12345,375,0.058366989692967344,0.1198727021532106,0.6982148885726929,0.5257121324539185,0.020572366192936897
Face,Body_unrelated_equal4_zero,12345,384,0.1892126106077736,0.3269612854712053,0.7888467311859131,0.6701768636703491,0.32903748750686646
Face,Body_unrelated_equal4_zero,12345,415,-0.09997516153987307,0.5386617845755255,0.6527373790740967,0.612034797668457,0.282147079706192
Face,Body_unrelated_equal4_zero,12345,434,0.20444784892951753,0.27851771132164715,0.7044382095336914,0.5188115239143372,0.1819854974746704
Face,Body_unrelated_equal4_zero,12345,465,-0.12645925747883427,0.2385794357181845,0.6967451572418213,0.4430212080478668,0.21299035847187042
Face,Body_unrelated_equal4_zero,12345,498,0.03853912778806189,0.42365559729818675,0.721950113773346,0.7612616419792175,0.8418450355529785
Face,Body_unrelated_equal4_zero,12345,507,0.18980740587055442,0.4132082995984073,0.6596845984458923,0.4991523027420044,0.16673196852207184
Face,Body_unrelated_equal4_zero,12345,529,0.04010301390443597,0.4166888397655568,0.681172788143158,0.625990092754364,0.27128809690475464
Face,Body_unrelated_equal4_zero,12345,561,0.12709098105492944,0.16177842664593026,0.6538100242614746,0.3685620129108429,0.12279163300991058
Face,Body_unrelated_equal4_zero,12345,588,0.11951876179421392,0.18576552974434443,0.7020984888076782,0.531769871711731,0.09706325829029083
Face,Body_unrelated_equal4_zero,12345,606,-0.01636785559876686,0.2989698271227755,0.6744520664215088,0.45375165343284607,0.05648845434188843
Face,Body_unrelated_equal4_zero,12345,678,-0.050980015652365485,0.2579018148942803,0.6950657963752747,0.5981497764587402,0.09966836869716644
Face,Body_unrelated_equal4_zero,12345,708,0.22319901912920062,0.327133210351424,0.7923192977905273,0.6051703691482544,0.21419575810432434
Face,Body_unrelated_equal4_zero,12345,756,-0.11526677938186224,0.4475836201878076,0.7345949411392212,0.658805251121521,0.3524318039417267
Face,Body_unrelated_equal4_zero,12345,762,0.02636852176324436,0.17265758821747337,0.6684073805809021,0.6462622880935669,0.39420878887176514
Face,Body_unrelated_equal4_zero,12345,781,0.011603485077073188,0.41646340968674994,0.6649245023727417,0.6856675148010254,0.26702675223350525
Face,Body_unrelated_equal4_zero,12345,789,0.10669849437151013,0.2226638960146276,0.679548442363739,0.5162883996963501,0.09462308883666992
Face,Body_unrelated_equal4_zero,12345,817,-0.3048027628843762,0.2621143610012504,0.7861015200614929,0.6381780505180359,0.5517312288284302
Face,Body_unrelated_equal4_zero,12345,820,-0.03905174752169384,0.206208316664017,0.7010464668273926,0.49562501907348633,0.11317981779575348
Face,Body_unrelated_equal4_zero,12345,838,0.17441247162184031,0.378617775444088,0.6755839586257935,0.503863513469696,0.11027543246746063
